county,precinct,office,district,candidate,party,votes,yes_votes,no_votes
Adams,4255601249,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Adams,4255601249,President,,Howie Hawkins / Angela Nicole Walker,Green Party,0,0,0
Adams,4255601249,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Adams,4255601249,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,4,0,0
Adams,4255601249,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Adams,4255601249,President,,Mark Charles / Adrian Wallace,Unaffiliated,1,0,0
Adams,4255601249,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Adams,4255601249,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Adams,4255601249,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Adams,4255601249,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Adams,4255601249,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Adams,4255601249,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Adams,4255601249,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,1,0,0
Adams,4255601249,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Adams,4255601249,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Adams,4255601249,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Adams,4255601249,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Adams,4255601249,President,,Kanye West / Michelle Tidball,Unaffiliated,0,0,0
Adams,4255601249,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Adams,4255601249,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Adams,4255601249,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Adams,4255601249,U.S. Senate,,John W. Hickenlooper,Democratic Party,48,0,0
Adams,4255601249,U.S. Senate,,Cory Gardner,Republican Party,283,0,0
Adams,4255601249,U.S. Senate,,Daniel Doyle,Approval Voting Party,1,0,0
Adams,4255601249,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,1,0,0
Adams,4255601249,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,5,0,0
Adams,4255601249,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Adams,4255601249,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Adams,4255601249,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Adams,4255601249,U.S. House,4,Ike McCorkle,Democratic Party,49,0,0
Adams,4255601249,U.S. House,4,Ken Buck,Republican Party,265,0,0
Adams,4255601249,U.S. House,4,Bruce Griffith,Libertarian Party,4,0,0
Adams,4255601249,U.S. House,4,Laura Ireland,Unity Party of Colorado,2,0,0
Adams,4255601249,State Senate,25,Kevin Priola,Republican Party,280,0,0
Adams,4255601249,State Senate,25,Paula Dickerson,Democratic Party,46,0,0
Adams,4255601249,State House,56,Rod Bockenfeld,Republican Party,272,0,0
Adams,4255601249,State House,56,Giugi Carminati,Democratic Party,42,0,0
Adams,4255601249,State House,56,Kevin Gulbranson,Libertarian Party,9,0,0
Adams,4255601249,District Attorney - District 17,,Tim McCormack,Republican Party,278,0,0
Adams,4255601249,District Attorney - District 17,,Brian Mason,Democratic Party,43,0,0
Adams,4255601249,Supreme Court,,Melissa Hart,,0,123,157
Adams,4255601249,Supreme Court,,Carlos A. Samour Jr.,,0,129,148
Adams,4255601249,Court of Appeals,,Ted C. Tow III,,0,140,136
Adams,4255601249,Court of Appeals,,Craig R. Welling,,0,127,152
Adams,4255601249,"District Court, 17th Judicial District",,Tomee Crespin,,0,78,187
Adams,4255601249,"District Court, 17th Judicial District",,Caryn A. Datz,,0,128,138
Adams,4255601249,"District Court, 17th Judicial District",,Sean Patrick Finn,,0,149,116
Adams,4255601249,"District Court, 17th Judicial District",,Robert Walter Kiesnowski Jr.,,0,144,119
Adams,4255601249,"District Court, 17th Judicial District",,Priscilla Loew,,0,140,125
Adams,4255601249,"District Court, 17th Judicial District",,Roberto Ramirez,,0,115,148
Adams,4255601249,"District Court, 17th Judicial District",,Mark Douglas Warner,,0,147,117
Adams,4255601249,"County Court, Adams",,Martin J. Flaum II,,0,141,130
Adams,4255601249,"County Court, Adams",,Leroy D. Kirby,,0,164,107
Adams,4255601249,Amendment B (CONSTITUTIONAL),,,,0,141,181
Adams,4255601249,Amendment C (CONSTITUTIONAL),,,,0,130,189
Adams,4255601249,Amendment 76 (CONSTITUTIONAL),,,,0,289,45
Adams,4255601249,Amendment 77 (CONSTITUTIONAL),,,,0,151,175
Adams,4255601249,Proposition EE (STATUTORY),,,,0,156,177
Adams,4255601249,Proposition 113 (STATUTORY),,,,0,56,277
Adams,4255601249,Proposition 114 (STATUTORY),,,,0,80,255
Adams,4255601249,Proposition 115 (STATUTORY),,,,0,222,111
Adams,4255601249,Proposition 116 (STATUTORY),,,,0,264,69
Adams,4255601249,Proposition 117 (STATUTORY),,,,0,225,91
Adams,4255601249,Proposition 118 (STATUTORY),,,,0,85,247
Adams,4255601251,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,271,0,0
Adams,4255601251,President,,Donald J. Trump / Michael R. Pence,Republican Party,841,0,0
Adams,4255601251,President,,Don Blankenship / William Mohr,American Constitution Party,1,0,0
Adams,4255601251,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,4,0,0
Adams,4255601251,President,,Howie Hawkins / Angela Nicole Walker,Green Party,4,0,0
Adams,4255601251,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Adams,4255601251,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,29,0,0
Adams,4255601251,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Adams,4255601251,President,,Mark Charles / Adrian Wallace,Unaffiliated,2,0,0
Adams,4255601251,President,,Phil Collins / Billy Joe Parker,Prohibition Party,1,0,0
Adams,4255601251,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Adams,4255601251,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Adams,4255601251,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Adams,4255601251,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Adams,4255601251,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Adams,4255601251,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Adams,4255601251,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Adams,4255601251,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Adams,4255601251,President,,Brock Pierce / Karla Ballard,Unaffiliated,1,0,0
Adams,4255601251,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Adams,4255601251,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Adams,4255601251,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Adams,4255601251,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Adams,4255601251,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,1,0,0
Adams,4255601251,U.S. Senate,,John W. Hickenlooper,Democratic Party,260,0,0
Adams,4255601251,U.S. Senate,,Cory Gardner,Republican Party,854,0,0
Adams,4255601251,U.S. Senate,,Daniel Doyle,Approval Voting Party,5,0,0
Adams,4255601251,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,3,0,0
Adams,4255601251,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,29,0,0
Adams,4255601251,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Adams,4255601251,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Adams,4255601251,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Adams,4255601251,U.S. House,4,Ike McCorkle,Democratic Party,246,0,0
Adams,4255601251,U.S. House,4,Ken Buck,Republican Party,836,0,0
Adams,4255601251,U.S. House,4,Bruce Griffith,Libertarian Party,33,0,0
Adams,4255601251,U.S. House,4,Laura Ireland,Unity Party of Colorado,11,0,0
Adams,4255601251,State Senate,25,Kevin Priola,Republican Party,864,0,0
Adams,4255601251,State Senate,25,Paula Dickerson,Democratic Party,259,0,0
Adams,4255601251,State House,56,Rod Bockenfeld,Republican Party,829,0,0
Adams,4255601251,State House,56,Giugi Carminati,Democratic Party,234,0,0
Adams,4255601251,State House,56,Kevin Gulbranson,Libertarian Party,60,0,0
Adams,4255601251,District Attorney - District 17,,Tim McCormack,Republican Party,862,0,0
Adams,4255601251,District Attorney - District 17,,Brian Mason,Democratic Party,254,0,0
Adams,4255601251,Supreme Court,,Melissa Hart,,0,602,399
Adams,4255601251,Supreme Court,,Carlos A. Samour Jr.,,0,582,408
Adams,4255601251,Court of Appeals,,Ted C. Tow III,,0,577,413
Adams,4255601251,Court of Appeals,,Craig R. Welling,,0,567,420
Adams,4255601251,"District Court, 17th Judicial District",,Tomee Crespin,,0,400,580
Adams,4255601251,"District Court, 17th Judicial District",,Caryn A. Datz,,0,590,389
Adams,4255601251,"District Court, 17th Judicial District",,Sean Patrick Finn,,0,610,366
Adams,4255601251,"District Court, 17th Judicial District",,Robert Walter Kiesnowski Jr.,,0,597,371
Adams,4255601251,"District Court, 17th Judicial District",,Priscilla Loew,,0,590,383
Adams,4255601251,"District Court, 17th Judicial District",,Roberto Ramirez,,0,537,436
Adams,4255601251,"District Court, 17th Judicial District",,Mark Douglas Warner,,0,581,389
Adams,4255601251,"County Court, Adams",,Martin J. Flaum II,,0,606,371
Adams,4255601251,"County Court, Adams",,Leroy D. Kirby,,0,633,349
Adams,4255601251,Amendment B (CONSTITUTIONAL),,,,0,538,544
Adams,4255601251,Amendment C (CONSTITUTIONAL),,,,0,511,584
Adams,4255601251,Amendment 76 (CONSTITUTIONAL),,,,0,958,169
Adams,4255601251,Amendment 77 (CONSTITUTIONAL),,,,0,693,409
Adams,4255601251,Proposition EE (STATUTORY),,,,0,558,565
Adams,4255601251,Proposition 113 (STATUTORY),,,,0,338,787
Adams,4255601251,Proposition 114 (STATUTORY),,,,0,425,695
Adams,4255601251,Proposition 115 (STATUTORY),,,,0,656,473
Adams,4255601251,Proposition 116 (STATUTORY),,,,0,819,307
Adams,4255601251,Proposition 117 (STATUTORY),,,,0,665,413
Adams,4255601251,Proposition 118 (STATUTORY),,,,0,502,608
Adams,6243101150,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,801,0,0
Adams,6243101150,President,,Donald J. Trump / Michael R. Pence,Republican Party,602,0,0
Adams,6243101150,President,,Don Blankenship / William Mohr,American Constitution Party,4,0,0
Adams,6243101150,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Adams,6243101150,President,,Howie Hawkins / Angela Nicole Walker,Green Party,6,0,0
Adams,6243101150,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Adams,6243101150,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,23,0,0
Adams,6243101150,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Adams,6243101150,President,,Mark Charles / Adrian Wallace,Unaffiliated,3,0,0
Adams,6243101150,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Adams,6243101150,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Adams,6243101150,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Adams,6243101150,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Adams,6243101150,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Adams,6243101150,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Adams,6243101150,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,1,0,0
Adams,6243101150,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Adams,6243101150,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Adams,6243101150,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Adams,6243101150,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Adams,6243101150,President,,Kanye West / Michelle Tidball,Unaffiliated,4,0,0
Adams,6243101150,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Adams,6243101150,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Adams,6243101150,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Adams,6243101150,U.S. Senate,,John W. Hickenlooper,Democratic Party,774,0,0
Adams,6243101150,U.S. Senate,,Cory Gardner,Republican Party,636,0,0
Adams,6243101150,U.S. Senate,,Daniel Doyle,Approval Voting Party,4,0,0
Adams,6243101150,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,3,0,0
Adams,6243101150,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,31,0,0
Adams,6243101150,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Adams,6243101150,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Adams,6243101150,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Adams,6243101150,U.S. House,6,Steve House,Republican Party,570,0,0
Adams,6243101150,U.S. House,6,Jason Crow,Democratic Party,767,0,0
Adams,6243101150,U.S. House,6,Jaimie Lynn Kulikowski,Unity Party of Colorado,16,0,0
Adams,6243101150,U.S. House,6,Norm Olsen,Libertarian Party,37,0,0
Adams,6243101150,Regent Of The University Of Colorado - District 6,,Richard Murray,Republican Party,624,0,0
Adams,6243101150,Regent Of The University Of Colorado - District 6,,Ilana Spiegel,Democratic Party,703,0,0
Adams,6243101150,Regent Of The University Of Colorado - District 6,,Christopher E. Otwell,Unity Party of Colorado,26,0,0
Adams,6243101150,State House,31,Yadira Caraveo,Democratic Party,926,0,0
Adams,6243101150,District Attorney - District 17,,Tim McCormack,Republican Party,620,0,0
Adams,6243101150,District Attorney - District 17,,Brian Mason,Democratic Party,733,0,0
Adams,6243101150,Supreme Court,,Melissa Hart,,0,887,342
Adams,6243101150,Supreme Court,,Carlos A. Samour Jr.,,0,855,358
Adams,6243101150,Court of Appeals,,Ted C. Tow III,,0,832,375
Adams,6243101150,Court of Appeals,,Craig R. Welling,,0,828,377
Adams,6243101150,"District Court, 17th Judicial District",,Tomee Crespin,,0,531,676
Adams,6243101150,"District Court, 17th Judicial District",,Caryn A. Datz,,0,862,333
Adams,6243101150,"District Court, 17th Judicial District",,Sean Patrick Finn,,0,875,317
Adams,6243101150,"District Court, 17th Judicial District",,Robert Walter Kiesnowski Jr.,,0,859,323
Adams,6243101150,"District Court, 17th Judicial District",,Priscilla Loew,,0,887,298
Adams,6243101150,"District Court, 17th Judicial District",,Roberto Ramirez,,0,829,358
Adams,6243101150,"District Court, 17th Judicial District",,Mark Douglas Warner,,0,827,352
Adams,6243101150,"County Court, Adams",,Martin J. Flaum II,,0,876,323
Adams,6243101150,"County Court, Adams",,Leroy D. Kirby,,0,884,308
Adams,6243101150,Amendment B (CONSTITUTIONAL),,,,0,776,598
Adams,6243101150,Amendment C (CONSTITUTIONAL),,,,0,775,595
Adams,6243101150,Amendment 76 (CONSTITUTIONAL),,,,0,945,472
Adams,6243101150,Amendment 77 (CONSTITUTIONAL),,,,0,909,479
Adams,6243101150,Proposition EE (STATUTORY),,,,0,971,455
Adams,6243101150,Proposition 113 (STATUTORY),,,,0,791,613
Adams,6243101150,Proposition 114 (STATUTORY),,,,0,757,635
Adams,6243101150,Proposition 115 (STATUTORY),,,,0,593,812
Adams,6243101150,Proposition 116 (STATUTORY),,,,0,868,544
Adams,6243101150,Proposition 117 (STATUTORY),,,,0,717,616
Adams,6243101150,Proposition 118 (STATUTORY),,,,0,853,552
Adams,6243101151,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,687,0,0
Adams,6243101151,President,,Donald J. Trump / Michael R. Pence,Republican Party,581,0,0
Adams,6243101151,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Adams,6243101151,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,2,0,0
Adams,6243101151,President,,Howie Hawkins / Angela Nicole Walker,Green Party,1,0,0
Adams,6243101151,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Adams,6243101151,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,24,0,0
Adams,6243101151,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Adams,6243101151,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Adams,6243101151,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Adams,6243101151,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Adams,6243101151,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,1,0,0
Adams,6243101151,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Adams,6243101151,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Adams,6243101151,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Adams,6243101151,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Adams,6243101151,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Adams,6243101151,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Adams,6243101151,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Adams,6243101151,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Adams,6243101151,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Adams,6243101151,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Adams,6243101151,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Adams,6243101151,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Adams,6243101151,U.S. Senate,,John W. Hickenlooper,Democratic Party,664,0,0
Adams,6243101151,U.S. Senate,,Cory Gardner,Republican Party,585,0,0
Adams,6243101151,U.S. Senate,,Daniel Doyle,Approval Voting Party,2,0,0
Adams,6243101151,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,9,0,0
Adams,6243101151,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,27,0,0
Adams,6243101151,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Adams,6243101151,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Adams,6243101151,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Adams,6243101151,U.S. House,6,Steve House,Republican Party,517,0,0
Adams,6243101151,U.S. House,6,Jason Crow,Democratic Party,648,0,0
Adams,6243101151,U.S. House,6,Jaimie Lynn Kulikowski,Unity Party of Colorado,16,0,0
Adams,6243101151,U.S. House,6,Norm Olsen,Libertarian Party,35,0,0
Adams,6243101151,Regent Of The University Of Colorado - District 6,,Richard Murray,Republican Party,576,0,0
Adams,6243101151,Regent Of The University Of Colorado - District 6,,Ilana Spiegel,Democratic Party,571,0,0
Adams,6243101151,Regent Of The University Of Colorado - District 6,,Christopher E. Otwell,Unity Party of Colorado,37,0,0
