county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,01-08,US Representative,2,,Total Blank Votes,,,,17
County of Hawaii,01-08,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-08,US Representative,2,,Total Ballots,,,,144
County of Hawaii,01-08,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,5
County of Hawaii,01-08,US Representative,2,,Total Blank Votes,,,,17
County of Hawaii,01-08,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-08,US Representative,2,,Total Ballots,,,,144
County of Hawaii,01-08,US Representative,2,,"STENSHOL, Shaun",,,,4
County of Hawaii,01-08,US Representative,2,,Total Blank Votes,,,,17
County of Hawaii,01-08,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-08,US Representative,2,,Total Ballots,,,,144
County of Hawaii,01-08,State Senate,1,REP,"HONG, Ted H.S.",,,,57
County of Hawaii,01-08,State Senate,1,,Total Blank Votes,,,,12
County of Hawaii,01-08,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-08,State Senate,1,,Total Ballots,,,,144
County of Hawaii,01-08,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,75
County of Hawaii,01-08,State Senate,1,,Total Blank Votes,,,,12
County of Hawaii,01-08,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-08,State Senate,1,,Total Ballots,,,,144
County of Hawaii,01-08,State Representative,1,DEM,"NAKASHIMA, Mark M.",,,,78
County of Hawaii,01-08,State Representative,1,,Total Blank Votes,,,,19
County of Hawaii,01-08,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-08,State Representative,1,,Total Ballots,,,,144
County of Hawaii,01-08,State Representative,1,REP,"OFFENBAKER, Steven A.",,,,47
County of Hawaii,01-08,State Representative,1,,Total Blank Votes,,,,19
County of Hawaii,01-08,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-08,State Representative,1,,Total Ballots,,,,144
County of Hawaii,01-09,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
County of Hawaii,01-09,President,,,Total Blank Votes,,,,1
County of Hawaii,01-09,President,,,Total Over Votes,,,,0
County of Hawaii,01-09,President,,,Total Ballots,,,,135
County of Hawaii,01-09,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,2
County of Hawaii,01-09,President,,,Total Blank Votes,,,,1
County of Hawaii,01-09,President,,,Total Over Votes,,,,0
County of Hawaii,01-09,President,,,Total Ballots,,,,135
County of Hawaii,01-09,President,,REP,"McCAIN, John / PALIN, Sarah",,,,35
County of Hawaii,01-09,President,,,Total Blank Votes,,,,1
County of Hawaii,01-09,President,,,Total Over Votes,,,,0
County of Hawaii,01-09,President,,,Total Ballots,,,,135
County of Hawaii,01-09,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
County of Hawaii,01-09,President,,,Total Blank Votes,,,,1
County of Hawaii,01-09,President,,,Total Over Votes,,,,0
County of Hawaii,01-09,President,,,Total Ballots,,,,135
County of Hawaii,01-09,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,3
County of Hawaii,01-09,President,,,Total Blank Votes,,,,1
County of Hawaii,01-09,President,,,Total Over Votes,,,,0
County of Hawaii,01-09,President,,,Total Ballots,,,,135
County of Hawaii,01-09,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,94
County of Hawaii,01-09,President,,,Total Blank Votes,,,,1
County of Hawaii,01-09,President,,,Total Over Votes,,,,0
County of Hawaii,01-09,President,,,Total Ballots,,,,135
County of Hawaii,01-09,US Representative,2,REP,"EVANS, Roger B.",,,,31
County of Hawaii,01-09,US Representative,2,,Total Blank Votes,,,,12
County of Hawaii,01-09,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-09,US Representative,2,,Total Ballots,,,,135
County of Hawaii,01-09,US Representative,2,DEM,"HIRONO, Mazie",,,,85
County of Hawaii,01-09,US Representative,2,,Total Blank Votes,,,,12
County of Hawaii,01-09,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-09,US Representative,2,,Total Ballots,,,,135
County of Hawaii,01-09,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,4
County of Hawaii,01-09,US Representative,2,,Total Blank Votes,,,,12
County of Hawaii,01-09,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-09,US Representative,2,,Total Ballots,,,,135
County of Hawaii,01-09,US Representative,2,,"STENSHOL, Shaun",,,,3
County of Hawaii,01-09,US Representative,2,,Total Blank Votes,,,,12
County of Hawaii,01-09,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-09,US Representative,2,,Total Ballots,,,,135
County of Hawaii,01-09,State Senate,1,REP,"HONG, Ted H.S.",,,,68
County of Hawaii,01-09,State Senate,1,,Total Blank Votes,,,,7
County of Hawaii,01-09,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-09,State Senate,1,,Total Ballots,,,,135
County of Hawaii,01-09,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,60
County of Hawaii,01-09,State Senate,1,,Total Blank Votes,,,,7
County of Hawaii,01-09,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-09,State Senate,1,,Total Ballots,,,,135
County of Hawaii,01-09,State Representative,1,DEM,"NAKASHIMA, Mark M.",,,,77
County of Hawaii,01-09,State Representative,1,,Total Blank Votes,,,,12
County of Hawaii,01-09,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-09,State Representative,1,,Total Ballots,,,,135
County of Hawaii,01-09,State Representative,1,REP,"OFFENBAKER, Steven A.",,,,46
County of Hawaii,01-09,State Representative,1,,Total Blank Votes,,,,12
County of Hawaii,01-09,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-09,State Representative,1,,Total Ballots,,,,135
County of Hawaii,01-10,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
County of Hawaii,01-10,President,,,Total Blank Votes,,,,0
County of Hawaii,01-10,President,,,Total Over Votes,,,,0
County of Hawaii,01-10,President,,,Total Ballots,,,,206
County of Hawaii,01-10,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
County of Hawaii,01-10,President,,,Total Blank Votes,,,,0
County of Hawaii,01-10,President,,,Total Over Votes,,,,0
County of Hawaii,01-10,President,,,Total Ballots,,,,206
County of Hawaii,01-10,President,,REP,"McCAIN, John / PALIN, Sarah",,,,45
County of Hawaii,01-10,President,,,Total Blank Votes,,,,0
County of Hawaii,01-10,President,,,Total Over Votes,,,,0
County of Hawaii,01-10,President,,,Total Ballots,,,,206
County of Hawaii,01-10,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
County of Hawaii,01-10,President,,,Total Blank Votes,,,,0
County of Hawaii,01-10,President,,,Total Over Votes,,,,0
County of Hawaii,01-10,President,,,Total Ballots,,,,206
County of Hawaii,01-10,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,3
County of Hawaii,01-10,President,,,Total Blank Votes,,,,0
County of Hawaii,01-10,President,,,Total Over Votes,,,,0
County of Hawaii,01-10,President,,,Total Ballots,,,,206
County of Hawaii,01-10,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,158
County of Hawaii,01-10,President,,,Total Blank Votes,,,,0
County of Hawaii,01-10,President,,,Total Over Votes,,,,0
County of Hawaii,01-10,President,,,Total Ballots,,,,206
County of Hawaii,01-10,US Representative,2,REP,"EVANS, Roger B.",,,,42
County of Hawaii,01-10,US Representative,2,,Total Blank Votes,,,,17
County of Hawaii,01-10,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-10,US Representative,2,,Total Ballots,,,,206
County of Hawaii,01-10,US Representative,2,DEM,"HIRONO, Mazie",,,,143
County of Hawaii,01-10,US Representative,2,,Total Blank Votes,,,,17
County of Hawaii,01-10,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-10,US Representative,2,,Total Ballots,,,,206
County of Hawaii,01-10,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,2
County of Hawaii,01-10,US Representative,2,,Total Blank Votes,,,,17
County of Hawaii,01-10,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-10,US Representative,2,,Total Ballots,,,,206
County of Hawaii,01-10,US Representative,2,,"STENSHOL, Shaun",,,,2
County of Hawaii,01-10,US Representative,2,,Total Blank Votes,,,,17
County of Hawaii,01-10,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-10,US Representative,2,,Total Ballots,,,,206
County of Hawaii,01-10,State Senate,1,REP,"HONG, Ted H.S.",,,,75
County of Hawaii,01-10,State Senate,1,,Total Blank Votes,,,,7
County of Hawaii,01-10,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-10,State Senate,1,,Total Ballots,,,,206
County of Hawaii,01-10,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,124
County of Hawaii,01-10,State Senate,1,,Total Blank Votes,,,,7
County of Hawaii,01-10,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-10,State Senate,1,,Total Ballots,,,,206
County of Hawaii,01-10,State Representative,1,DEM,"NAKASHIMA, Mark M.",,,,108
County of Hawaii,01-10,State Representative,1,,Total Blank Votes,,,,26
County of Hawaii,01-10,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-10,State Representative,1,,Total Ballots,,,,206
County of Hawaii,01-10,State Representative,1,REP,"OFFENBAKER, Steven A.",,,,72
County of Hawaii,01-10,State Representative,1,,Total Blank Votes,,,,26
County of Hawaii,01-10,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-10,State Representative,1,,Total Ballots,,,,206
County of Hawaii,01-11,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,2
County of Hawaii,01-11,President,,,Total Blank Votes,,,,2
County of Hawaii,01-11,President,,,Total Over Votes,,,,0
County of Hawaii,01-11,President,,,Total Ballots,,,,467
County of Hawaii,01-11,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
County of Hawaii,01-11,President,,,Total Blank Votes,,,,2
County of Hawaii,01-11,President,,,Total Over Votes,,,,0
County of Hawaii,01-11,President,,,Total Ballots,,,,467
County of Hawaii,01-11,President,,REP,"McCAIN, John / PALIN, Sarah",,,,53
County of Hawaii,01-11,President,,,Total Blank Votes,,,,2
County of Hawaii,01-11,President,,,Total Over Votes,,,,0
County of Hawaii,01-11,President,,,Total Ballots,,,,467
County of Hawaii,01-11,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
County of Hawaii,01-11,President,,,Total Blank Votes,,,,2
County of Hawaii,01-11,President,,,Total Over Votes,,,,0
County of Hawaii,01-11,President,,,Total Ballots,,,,467
County of Hawaii,01-11,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,4
County of Hawaii,01-11,President,,,Total Blank Votes,,,,2
County of Hawaii,01-11,President,,,Total Over Votes,,,,0
County of Hawaii,01-11,President,,,Total Ballots,,,,467
County of Hawaii,01-11,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,405
County of Hawaii,01-11,President,,,Total Blank Votes,,,,2
County of Hawaii,01-11,President,,,Total Over Votes,,,,0
County of Hawaii,01-11,President,,,Total Ballots,,,,467
County of Hawaii,01-11,US Representative,2,REP,"EVANS, Roger B.",,,,32
County of Hawaii,01-11,US Representative,2,,Total Blank Votes,,,,31
County of Hawaii,01-11,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-11,US Representative,2,,Total Ballots,,,,467
County of Hawaii,01-11,US Representative,2,DEM,"HIRONO, Mazie",,,,398
County of Hawaii,01-11,US Representative,2,,Total Blank Votes,,,,31
County of Hawaii,01-11,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-11,US Representative,2,,Total Ballots,,,,467
County of Hawaii,01-11,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,3
County of Hawaii,01-11,US Representative,2,,Total Blank Votes,,,,31
County of Hawaii,01-11,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-11,US Representative,2,,Total Ballots,,,,467
County of Hawaii,01-11,US Representative,2,,"STENSHOL, Shaun",,,,3
County of Hawaii,01-11,US Representative,2,,Total Blank Votes,,,,31
County of Hawaii,01-11,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-11,US Representative,2,,Total Ballots,,,,467
County of Hawaii,01-11,State Senate,1,REP,"HONG, Ted H.S.",,,,116
County of Hawaii,01-11,State Senate,1,,Total Blank Votes,,,,9
County of Hawaii,01-11,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-11,State Senate,1,,Total Ballots,,,,467
County of Hawaii,01-11,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,342
County of Hawaii,01-11,State Senate,1,,Total Blank Votes,,,,9
County of Hawaii,01-11,State Senate,1,,Total Over Votes,,,,0
County of Hawaii,01-11,State Senate,1,,Total Ballots,,,,467
County of Hawaii,01-11,State Representative,1,DEM,"NAKASHIMA, Mark M.",,,,340
County of Hawaii,01-11,State Representative,1,,Total Blank Votes,,,,40
County of Hawaii,01-11,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-11,State Representative,1,,Total Ballots,,,,467
County of Hawaii,01-11,State Representative,1,REP,"OFFENBAKER, Steven A.",,,,87
County of Hawaii,01-11,State Representative,1,,Total Blank Votes,,,,40
County of Hawaii,01-11,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-11,State Representative,1,,Total Ballots,,,,467
County of Hawaii,01-12,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,2
County of Hawaii,01-12,President,,,Total Blank Votes,,,,3
County of Hawaii,01-12,President,,,Total Over Votes,,,,1
County of Hawaii,01-12,President,,,Total Ballots,,,,398
County of Hawaii,01-12,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
County of Hawaii,01-12,President,,,Total Blank Votes,,,,3
County of Hawaii,01-12,President,,,Total Over Votes,,,,1
County of Hawaii,01-12,President,,,Total Ballots,,,,398
County of Hawaii,01-12,President,,REP,"McCAIN, John / PALIN, Sarah",,,,83
County of Hawaii,01-12,President,,,Total Blank Votes,,,,3
County of Hawaii,01-12,President,,,Total Over Votes,,,,1
County of Hawaii,01-12,President,,,Total Ballots,,,,398
County of Hawaii,01-12,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,2
County of Hawaii,01-12,President,,,Total Blank Votes,,,,3
County of Hawaii,01-12,President,,,Total Over Votes,,,,1
County of Hawaii,01-12,President,,,Total Ballots,,,,398
County of Hawaii,01-12,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,3
County of Hawaii,01-12,President,,,Total Blank Votes,,,,3
County of Hawaii,01-12,President,,,Total Over Votes,,,,1
County of Hawaii,01-12,President,,,Total Ballots,,,,398
County of Hawaii,01-12,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,304
County of Hawaii,01-12,President,,,Total Blank Votes,,,,3
County of Hawaii,01-12,President,,,Total Over Votes,,,,1
County of Hawaii,01-12,President,,,Total Ballots,,,,398
County of Hawaii,01-12,US Representative,2,REP,"EVANS, Roger B.",,,,53
County of Hawaii,01-12,US Representative,2,,Total Blank Votes,,,,37
County of Hawaii,01-12,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-12,US Representative,2,,Total Ballots,,,,398
County of Hawaii,01-12,US Representative,2,DEM,"HIRONO, Mazie",,,,295
County of Hawaii,01-12,US Representative,2,,Total Blank Votes,,,,37
County of Hawaii,01-12,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-12,US Representative,2,,Total Ballots,,,,398
County of Hawaii,01-12,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,8
County of Hawaii,01-12,US Representative,2,,Total Blank Votes,,,,37
County of Hawaii,01-12,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-12,US Representative,2,,Total Ballots,,,,398
County of Hawaii,01-12,US Representative,2,,"STENSHOL, Shaun",,,,5
County of Hawaii,01-12,US Representative,2,,Total Blank Votes,,,,37
County of Hawaii,01-12,US Representative,2,,Total Over Votes,,,,0
County of Hawaii,01-12,US Representative,2,,Total Ballots,,,,398
County of Hawaii,01-12,State Senate,1,REP,"HONG, Ted H.S.",,,,147
County of Hawaii,01-12,State Senate,1,,Total Blank Votes,,,,21
County of Hawaii,01-12,State Senate,1,,Total Over Votes,,,,2
County of Hawaii,01-12,State Senate,1,,Total Ballots,,,,398
County of Hawaii,01-12,State Senate,1,DEM,"TAKAMINE, Dwight Y.",,,,228
County of Hawaii,01-12,State Senate,1,,Total Blank Votes,,,,21
County of Hawaii,01-12,State Senate,1,,Total Over Votes,,,,2
County of Hawaii,01-12,State Senate,1,,Total Ballots,,,,398
County of Hawaii,01-12,State Representative,1,DEM,"NAKASHIMA, Mark M.",,,,252
County of Hawaii,01-12,State Representative,1,,Total Blank Votes,,,,45
County of Hawaii,01-12,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-12,State Representative,1,,Total Ballots,,,,398
County of Hawaii,01-12,State Representative,1,REP,"OFFENBAKER, Steven A.",,,,101
County of Hawaii,01-12,State Representative,1,,Total Blank Votes,,,,45
County of Hawaii,01-12,State Representative,1,,Total Over Votes,,,,0
County of Hawaii,01-12,State Representative,1,,Total Ballots,,,,398
County of Hawaii,01-13,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,2
County of Hawaii,01-13,President,,,Total Blank Votes,,,,1
County of Hawaii,01-13,President,,,Total Over Votes,,,,0
County of Hawaii,01-13,President,,,Total Ballots,,,,520
County of Hawaii,01-13,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,3
County of Hawaii,01-13,President,,,Total Blank Votes,,,,1
County of Hawaii,01-13,President,,,Total Over Votes,,,,0
County of Hawaii,01-13,President,,,Total Ballots,,,,520
County of Hawaii,01-13,President,,REP,"McCAIN, John / PALIN, Sarah",,,,128
County of Hawaii,01-13,President,,,Total Blank Votes,,,,1
County of Hawaii,01-13,President,,,Total Over Votes,,,,0
County of Hawaii,01-13,President,,,Total Ballots,,,,520
County of Hawaii,01-13,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,2
County of Hawaii,01-13,President,,,Total Blank Votes,,,,1
County of Hawaii,01-13,President,,,Total Over Votes,,,,0
County of Hawaii,01-13,President,,,Total Ballots,,,,520
County of Hawaii,01-13,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,1
County of Hawaii,01-13,President,,,Total Blank Votes,,,,1
County of Hawaii,01-13,President,,,Total Over Votes,,,,0
County of Hawaii,01-13,President,,,Total Ballots,,,,520
County of Hawaii,01-13,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,383
County of Hawaii,01-13,President,,,Total Blank Votes,,,,1
County of Hawaii,01-13,President,,,Total Over Votes,,,,0
County of Hawaii,01-13,President,,,Total Ballots,,,,520
County of Hawaii,01-13,US Representative,2,REP,"EVANS, Roger B.",,,,93
County of Hawaii,01-13,US Representative,2,,Total Blank Votes,,,,41
County of Hawaii,01-13,US Representative,2,,Total Over Votes,,,,1
County of Hawaii,01-13,US Representative,2,,Total Ballots,,,,520
County of Hawaii,01-13,US Representative,2,DEM,"HIRONO, Mazie",,,,366
County of Hawaii,01-13,US Representative,2,,Total Blank Votes,,,,41
County of Hawaii,01-13,US Representative,2,,Total Over Votes,,,,1
County of Hawaii,01-13,US Representative,2,,Total Ballots,,,,520
County of Hawaii,01-13,US Representative,2,LIB,"MALLAN, Lloyd J. (Jeff)",,,,11
County of Hawaii,01-13,US Representative,2,,Total Blank Votes,,,,41
County of Hawaii,01-13,US Representative,2,,Total Over Votes,,,,1
